appid,name,release_date,developer,publisher,primary_genre,is_indie,price_usd,positive_ratings,negative_ratings,total_ratings,average_playtime_min,median_playtime_min,platforms
100905,Void Reckoning,2023-03-17,Valve,Team17,Action,False,32.51,1919,1709,3628,248,117,windows;linux
100906,Rogue Odyssey,2024-01-18,Devolver Digital,Solo Studio,Racing,False,27.16,1371,93,1464,1188,812,windows
100907,Eternal Reckoning,2020-01-04,EA,Indie Collective,Strategy,False,44.59,9717,9147,18864,1529,1049,windows
100908,Iron Uprising,2024-04-16,Indie Collective,Focus Entertainment,Casual,False,5.7,2483,482,2965,523,385,windows;linux
100909,Rogue Odyssey,2010-07-24,Team17,Raw Fury,Strategy,False,38.64,10,4,14,2959,1767,windows
100910,Ashen Requiem,2024-08-22,EA,Raw Fury,Free to Play,False,0.0,12495,2517,15012,2025,675,windows;linux
100911,Eternal Chronicles,2016-05-27,Square Enix,EA,Adventure,False,28.16,748,259,1007,1970,1488,windows
100912,Iron Protocol,2024-08-16,Devolver Digital,Focus Entertainment,Casual,False,9.44,660,127,787,184,56,windows
100913,Crimson Wanderer,2008-01-25,Valve,EA,Casual,False,9.38,18523,1716,20239,448,215,windows
100914,Rogue Legacy,2024-09-17,Rusty Sanctuary Studio,Ubisoft,Adventure,True,9.57,962,395,1357,1072,659,windows
100915,Silent Protocol,2019-12-19,Private Division,Solo Studio,Adventure,False,14.06,1075,489,1564,619,396,windows
100916,Neon Colony,2022-01-23,Paradox Interactive,Paradox Interactive,Action,False,20.84,1338,345,1683,1257,381,windows
100917,Frozen Requiem,2020-06-09,Rusty Colony Studio,505 Games,Indie,True,5.4,628,169,797,1437,1053,windows
100918,Frozen Reckoning,2022-06-28,Void Kingdom Studio,Annapurna Interactive,Indie,True,4.7,1873,245,2118,608,429,windows;mac;linux
100919,Rusty Reckoning,2011-10-13,Dark Legacy Studio,Focus Entertainment,Indie,True,0.0,442,149,591,758,364,windows;mac;linux
100920,Lost Kingdom,2017-02-12,Dark Kingdom Studio,Annapurna Interactive,Indie,True,3.62,38,31,69,684,326,windows
100921,Crimson Frontier 5,2024-02-25,Silent Reckoning Studio,Valve,Strategy,True,12.67,156,14,170,1497,1044,windows
100922,Neon Reckoning,2023-06-18,Frozen Colony Studio,505 Games,Indie,True,5.58,462,416,878,151,58,windows;mac
100923,Neon Uprising,2020-09-06,Rogue Protocol Studio,Square Enix,Indie,True,6.1,147,98,245,1163,616,windows
100924,Silent Wanderer 1,2015-05-11,Eternal Wanderer Studio,505 Games,RPG,True,10.53,170,33,203,2723,1334,windows
100925,Void Protocol,2024-02-10,Ubisoft,505 Games,Casual,False,13.97,459,244,703,337,226,windows;mac
100926,Eternal Legacy,2018-04-05,Dark Uprising Studio,Indie Collective,Indie,True,4.12,10,82,92,5,3,windows
100927,Void Odyssey,2017-01-18,Neon Horizon Studio,Ubisoft,Indie,True,4.41,281,157,438,888,592,windows
100928,Eternal Kingdom,2018-04-12,Private Division,Solo Studio,Simulation,False,14.66,2707,563,3270,2565,1253,windows
100929,Rogue Wanderer,2019-10-01,Broken Sanctuary Studio,Team17,RPG,True,,551,204,755,2431,1460,windows
100930,Golden Legacy,2024-10-10,Broken Chronicles Studio,505 Games,Action,True,12.01,1323,74,1397,1803,728,windows
100931,Rusty Uprising,2009-07-01,Annapurna Interactive,505 Games,Simulation,False,20.41,2723,844,3567,2336,814,windows;linux
100932,Rusty Legacy,2021-07-25,Valve,Valve,RPG,False,27.12,19762,1749,21511,3309,2361,windows
100933,Ashen Wanderer,2024-05-18,Eternal Legacy Studio,Square Enix,Indie,True,6.02,366,170,536,487,336,windows
100934,Golden Wanderer,2020-04-18,505 Games,Valve,Adventure,False,20.18,8548,4435,12983,879,417,windows
100935,Frozen Horizon,2009-07-03,Crimson Legacy Studio,Valve,Indie,True,4.48,1960,227,2187,1115,731,windows;mac;linux
100936,Eternal Odyssey,2025-04-16,Paradox Interactive,Focus Entertainment,Racing,False,27.23,3752,3381,7133,1060,386,windows
100937,Void Legacy,2024-02-03,Iron Colony Studio,Focus Entertainment,RPG,True,15.26,52,20,72,5724,3843,windows;mac
100938,Dark Descent,2022-03-10,Dark Colony 1 Studio,Ubisoft,Indie,True,3.98,515,202,717,642,427,windows;mac
100939,Lost Uprising,2020-12-22,Neon Requiem Studio,505 Games,Indie,True,5.33,149,43,192,1055,435,windows;linux
100940,Eternal Sanctuary 3,2008-05-10,Lost Uprising Studio,Team17,Action,True,8.86,99,65,164,1027,781,windows;mac
100941,Shadow Frontier,2024-11-17,Focus Entertainment,Paradox Interactive,Simulation,False,24.79,207978,19805,227783,3627,2566,windows;mac
100942,Neon Legacy,2023-05-25,Silent Odyssey 5 Studio,505 Games,Adventure,True,8.56,1496,249,1745,1460,1163,windows
100943,Iron Kingdom,2015-08-01,Lost Sanctuary Studio,Private Division,Indie,True,5.5,166,68,234,1196,572,windows
100944,Neon Legacy,2021-08-02,Dark Descent Studio,Annapurna Interactive,Adventure,True,9.49,723,502,1225,800,566,windows
100945,Ashen Reckoning,2022-07-27,Frozen Requiem Studio,Ubisoft,Indie,True,3.64,208,38,246,935,594,windows;mac
100946,Silent Citadel,2016-12-12,Team17,Paradox Interactive,Action,False,29.06,2092,1616,3708,1850,721,windows;linux
100947,Broken Reckoning,2022-12-07,Golden Citadel Studio,Square Enix,Simulation,True,9.44,653,742,1395,2213,695,windows
100948,Rusty Uprising,2018-11-10,Shadow Chronicles Studio,Valve,Indie,True,,8489,9872,18361,240,135,windows
100949,Neon Kingdom,2022-01-25,Lost Uprising Studio,Indie Collective,Indie,True,4.92,827,231,1058,802,368,windows
100950,Silent Chronicles,2025-07-24,Raw Fury,Solo Studio,Action,False,0.0,645,204,849,1142,876,windows
100951,Frozen Legacy,2020-01-26,Golden Frontier Studio,Devolver Digital,Indie,True,3.54,611,238,849,919,693,windows;mac;linux
100952,Void Sanctuary,2020-04-23,Valve,Focus Entertainment,Simulation,False,24.87,4329,522,4851,1541,515,windows
100953,Dark Protocol,2014-01-09,Golden Odyssey Studio,Square Enix,Indie,True,4.83,1118,139,1257,1203,833,windows;linux
100954,Shadow Sanctuary,2024-04-22,Neon Horizon 3 Studio,Focus Entertainment,Strategy,True,8.92,157,45,202,4112,1394,windows
100955,Frozen Reckoning,2019-11-17,Ashen Legacy Studio,Raw Fury,Indie,True,4.54,505,153,658,901,321,windows;mac
100956,Crimson Frontier 5,2017-12-24,Team17,Ubisoft,RPG,False,35.16,634,414,1048,2377,1617,windows
100957,Rusty Legacy,2024-09-20,Valve,505 Games,Adventure,False,12.65,3831,1111,4942,756,511,windows;mac
100958,Iron Citadel,2019-10-04,,Raw Fury,Indie,True,4.44,332,143,475,851,423,windows;mac
100959,Iron Kingdom,2015-01-05,,Team17,Action,False,23.36,18956,6380,25336,1467,501,windows;mac
100960,Dark Citadel,2019-03-14,Broken Sanctuary Studio,505 Games,Casual,True,2.5,20,8,28,378,216,windows
100961,Frozen Odyssey,2009-11-17,Square Enix,Indie Collective,Adventure,False,20.31,19331,2160,21491,1429,908,windows;mac
100962,Silent Chronicles,2016-03-25,Rogue Wanderer Studio,Private Division,RPG,True,12.23,124,234,358,3876,3075,windows
100963,Neon Requiem,2019-06-09,Eternal Wanderer Studio,Focus Entertainment,RPG,True,15.05,253,231,484,2801,840,windows
100964,Broken Wanderer,2025-03-11,Raw Fury,Indie Collective,Adventure,False,21.44,7887,1241,9128,1213,366,windows;mac
100965,Rogue Reckoning,2016-01-01,Iron Odyssey Studio,Focus Entertainment,RPG,True,11.36,422,249,671,2781,1825,windows
100966,Rusty Horizon,2022-01-21,EA,Valve,Action,False,21.56,11965,483,12448,351,122,windows;mac
100967,Rogue Wanderer,2016-04-28,Dark Requiem Studio,Focus Entertainment,Indie,True,3.54,66,16,82,576,388,windows;mac;linux
100968,Rusty Citadel,2024-04-08,Private Division,Solo Studio,Action,False,32.28,616,407,1023,1467,908,windows;mac;linux
100969,Eternal Protocol,2023-09-26,Private Division,Ubisoft,Action,False,21.8,3166,1218,4384,1913,828,windows;mac;linux
100970,Dark Protocol,2021-10-16,Private Division,Devolver Digital,Action,False,20.73,3897,725,4622,1463,733,windows;linux
100971,Ashen Sanctuary,2022-06-05,Devolver Digital,Solo Studio,RPG,False,29.92,3127,1800,4927,3673,1544,windows
100972,Ashen Colony 7,2018-09-07,Ubisoft,Raw Fury,Casual,False,5.84,4262,101,4363,599,408,windows;mac;linux
100973,Ashen Chronicles 1,2021-12-26,Broken Uprising Studio,Devolver Digital,RPG,True,15.05,4186,86,4272,1965,696,windows
100974,Iron Citadel,2024-03-16,Dark Kingdom 2 Studio,Private Division,Indie,True,5.03,684,402,1086,984,580,windows;mac
100975,Dark Protocol,2020-03-04,Eternal Odyssey 3 Studio,Annapurna Interactive,Action,True,9.74,316,22,338,3043,1331,windows;mac
100976,Iron Odyssey,2020-01-06,Lost Descent Studio,Solo Studio,Indie,True,6.14,1436,230,1666,1139,435,windows;mac;linux
100977,Void Odyssey,2015-10-21,Lost Citadel Studio,EA,Adventure,True,6.64,98,531,629,344,173,windows;linux
100978,Neon Kingdom,2024-11-18,Valve,Valve,RPG,False,35.24,402,275,677,4073,3250,windows
100979,Rusty Protocol 7,2021-10-07,Raw Fury,Solo Studio,RPG,False,29.41,752,201,953,7217,3568,windows;mac
100980,Iron Wanderer,2011-10-28,Indie Collective,EA,Casual,False,9.28,3744,954,4698,429,279,windows
100981,Silent Requiem,2020-02-16,Indie Collective,505 Games,RPG,False,44.6,636,137,773,2685,1204,windows;mac;linux
100982,Silent Protocol 3,2013-11-25,Paradox Interactive,Indie Collective,Casual,False,8.72,4881,1197,6078,402,249,windows
100983,Iron Horizon,2014-06-16,Rusty Uprising Studio,EA,Action,True,8.58,93,87,180,1093,816,windows;mac
100984,Rogue Wanderer,2013-09-28,Ubisoft,Team17,Simulation,False,26.01,2096,360,2456,4340,2812,windows
100985,Frozen Protocol,2018-06-22,Ubisoft,Valve,Action,False,30.28,650,99,749,1337,733,windows;mac;linux
100986,Neon Colony,2025-02-27,Frozen Citadel 7 Studio,Team17,Casual,True,3.55,1432,84,1516,243,101,windows
100987,Rusty Requiem,2020-10-23,Paradox Interactive,Paradox Interactive,Action,False,0.0,130318,74883,205201,1063,704,windows;mac;linux
100988,Ashen Odyssey,2022-10-06,Paradox Interactive,Valve,Action,False,0.0,1580,156,1736,2510,1682,windows;mac
100989,Lost Chronicles,2024-05-23,Shadow Citadel Studio,Solo Studio,Indie,True,0.0,50,5,55,727,532,windows;mac;linux
100990,Rusty Sanctuary,2012-10-09,Team17,Square Enix,Action,False,19.82,1815,670,2485,1247,397,windows
100991,Neon Horizon,2021-04-06,Valve,Square Enix,Casual,False,10.79,33,14,47,410,291,windows
100992,Rogue Requiem,2022-12-18,Valve,Paradox Interactive,Casual,False,11.68,406,166,572,442,348,windows
100993,Crimson Reckoning,2022-10-09,Raw Fury,Team17,Strategy,False,23.57,991,358,1349,3132,1586,windows;mac
100994,Eternal Colony,2018-05-04,Square Enix,Solo Studio,RPG,False,37.22,591,408,999,4120,1500,windows;linux
100995,Iron Frontier,2021-03-05,Team17,Indie Collective,Action,False,24.96,4325,4826,9151,1399,730,windows;linux
100996,Crimson Descent,2008-07-03,Neon Sanctuary Studio,Annapurna Interactive,Simulation,True,10.2,133,50,183,3199,1488,windows
100997,Ashen Horizon,2024-03-27,Dark Horizon Studio,505 Games,Action,True,8.81,1174,65,1239,2386,744,windows
100998,Shadow Kingdom,2025-11-10,Devolver Digital,Square Enix,RPG,False,25.38,1731,874,2605,4448,3012,windows;mac
100999,Shadow Requiem,2014-03-08,Neon Horizon Studio,Team17,Indie,True,5.6,67,37,104,692,336,windows
101000,Rogue Requiem,2018-01-13,Dark Reckoning Studio,Indie Collective,RPG,True,9.47,372,144,516,5516,2752,windows
101001,Neon Requiem,2022-08-04,Indie Collective,Devolver Digital,Action,False,22.23,2479,891,3370,1536,980,windows
101002,Void Descent,2016-08-09,Rusty Horizon Studio,Paradox Interactive,RPG,True,11.58,910,319,1229,2583,2038,windows;mac;linux
101003,Frozen Descent,2023-11-27,Eternal Protocol Studio,Indie Collective,RPG,True,12.32,80,8,88,6832,4953,windows;mac
101004,Broken Chronicles,2016-04-06,Golden Reckoning Studio,Raw Fury,Indie,True,5.65,892,262,1154,1019,555,windows;linux
101005,Frozen Odyssey,2013-04-21,Private Division,505 Games,RPG,False,42.37,214,118,332,2011,914,windows
101006,Golden Colony,2022-02-12,Square Enix,Indie Collective,Strategy,False,32.04,191,71,262,3208,2552,windows
101007,Frozen Colony,2023-08-07,Valve,EA,Action,False,21.26,90406,4485,94891,1761,1075,windows;mac
101008,Iron Kingdom,2013-08-04,Solo Studio,Devolver Digital,Free to Play,False,0.0,2975,973,3948,2637,1696,windows
101009,Void Frontier 2,2024-12-24,Rusty Citadel Studio,Solo Studio,RPG,True,13.05,402,275,677,4608,3626,windows;mac
101010,Broken Citadel,2023-06-26,Silent Sanctuary Studio,Focus Entertainment,Strategy,True,13.27,132,110,242,2944,1893,windows
101011,Ashen Sanctuary,2011-12-19,Focus Entertainment,Annapurna Interactive,RPG,False,31.7,29370,18295,47665,4088,1727,windows
101012,Dark Horizon,2024-08-20,Lost Protocol 5 Studio,Team17,Simulation,True,9.52,8,21,29,1775,1291,windows
101013,Silent Frontier,2020-05-10,Frozen Colony Studio,Annapurna Interactive,Strategy,True,9.91,322,94,416,3097,1087,windows;mac
101014,Frozen Descent,2022-11-07,Raw Fury,Valve,Action,False,23.01,140,63,203,2083,628,windows
101015,Ashen Colony,2016-06-28,Ubisoft,EA,RPG,False,0.0,785,2493,3278,860,681,windows;linux
101016,Neon Colony,2022-02-11,Eternal Horizon Studio,Ubisoft,Indie,True,3.54,117,20,137,1249,985,windows;mac
101017,Void Kingdom,2018-06-17,Rogue Colony Studio,Raw Fury,Strategy,True,10.85,142,24,166,4690,2191,windows;linux
101018,Iron Requiem,2022-03-18,Dark Chronicles Studio,Solo Studio,Action,True,8.53,9985,467,10452,1796,544,windows;mac
101019,Silent Citadel 5,2019-08-08,Valve,505 Games,Action,False,33.89,8891,3004,11895,2000,1014,windows
101020,Dark Wanderer,2022-11-27,Raw Fury,Ubisoft,Action,False,25.87,1116,102,1218,1752,627,windows
101021,Void Odyssey,2022-06-01,Shadow Wanderer Studio,Solo Studio,Adventure,True,7.62,1588,341,1929,1043,788,windows;linux
101022,Rogue Citadel,2010-07-20,Private Division,Annapurna Interactive,RPG,False,33.57,2539,552,3091,5854,4328,windows;mac;linux
101023,Iron Protocol,2023-09-19,Frozen Wanderer Studio,Indie Collective,Indie,True,5.33,162,59,221,657,230,windows
101024,Neon Wanderer,2024-02-09,505 Games,Raw Fury,Action,False,14.34,388,142,530,1494,1082,windows;linux
101025,Frozen Wanderer,2022-01-04,Neon Frontier 4 Studio,Ubisoft,Action,True,8.21,298,59,357,1212,688,windows
101026,Rusty Protocol,2021-11-15,Indie Collective,Indie Collective,Simulation,False,13.44,11951,1190,13141,4619,3033,windows
101027,Silent Wanderer,2017-08-14,Rusty Chronicles Studio,505 Games,Indie,True,0.0,218,169,387,675,495,windows;linux
101028,Lost Descent,2013-06-07,Indie Collective,505 Games,RPG,False,25.29,369,68,437,2908,2166,windows;mac;linux
101029,Eternal Reckoning,2012-11-11,Neon Wanderer 1 Studio,505 Games,Free to Play,True,0.0,438,240,678,1286,566,windows;linux
101030,Frozen Wanderer,2025-03-08,Iron Chronicles Studio,Focus Entertainment,Simulation,True,0.0,273,216,489,2205,1522,windows;mac
101031,Shadow Protocol,2010-02-25,Paradox Interactive,Indie Collective,Adventure,False,19.46,17223,5220,22443,1225,518,windows
101032,Void Wanderer,2022-04-11,Solo Studio,Ubisoft,Casual,False,4.86,4201,1403,5604,562,311,windows
101033,Shadow Chronicles,2011-10-21,Indie Collective,Annapurna Interactive,Simulation,False,30.95,3743,235,3978,3250,2405,windows
101034,Ashen Frontier,2016-02-24,Rogue Chronicles Studio,Raw Fury,Indie,True,4.58,313,179,492,828,570,windows;mac
101035,Iron Sanctuary,2016-12-27,Ubisoft,505 Games,Action,False,21.38,169689,24058,193747,2276,1052,windows
101036,Iron Chronicles,2021-10-12,Void Colony 1 Studio,Team17,Racing,True,10.48,1540,193,1733,1283,551,windows;linux
101037,Golden Protocol,2018-10-15,Raw Fury,Paradox Interactive,Action,False,19.48,26551,3097,29648,2145,1639,windows
101038,Shadow Kingdom,2019-02-28,Ubisoft,Ubisoft,Simulation,False,0.0,21815,15123,36938,3441,1920,windows
101039,Rusty Chronicles,2021-05-05,Frozen Descent Studio,Valve,Simulation,True,10.62,425,52,477,2467,1654,windows;mac;linux
101040,Neon Horizon,2021-07-18,Iron Odyssey Studio,Focus Entertainment,Simulation,True,12.01,45,783,828,1278,687,windows
101041,Rogue Reckoning,2018-02-02,Golden Kingdom Studio,Raw Fury,Action,True,12.95,91,157,248,1138,871,windows;mac
101042,Ashen Kingdom 7,2024-06-04,Square Enix,Private Division,Action,False,19.73,5988,873,6861,2808,1702,windows
101043,Ashen Horizon,2018-09-15,Private Division,Ubisoft,Racing,False,28.02,2268,557,2825,578,353,windows;mac;linux
101044,Shadow Uprising,2016-01-11,Annapurna Interactive,Ubisoft,Strategy,False,0.0,54732,75623,130355,4317,2756,windows
101045,Ashen Protocol,2025-09-09,Solo Studio,Raw Fury,Sports,False,39.14,61,14,75,729,328,windows;mac
101046,Golden Wanderer,2018-07-04,Void Colony Studio,EA,Action,True,10.11,347,216,563,1676,847,windows;linux
101047,Golden Uprising,2014-07-09,Devolver Digital,Valve,RPG,False,41.61,9799,3956,13755,4013,3194,windows
101048,Eternal Descent,2019-10-11,Ubisoft,Square Enix,Action,False,31.35,102869,18669,121538,2451,1683,windows
101049,Iron Sanctuary,2015-12-18,Eternal Chronicles Studio,EA,Action,True,11.16,262,53,315,2118,1587,windows
101050,Void Odyssey,2023-11-01,Ashen Citadel Studio,Private Division,Casual,True,2.63,293,256,549,346,200,windows;mac
101051,Lost Kingdom,2017-07-14,Ubisoft,Focus Entertainment,Adventure,False,22.22,44513,9899,54412,666,253,windows
101052,Neon Uprising,2025-11-18,Private Division,Square Enix,Sports,False,34.3,450,132,582,918,699,windows;mac;linux
101053,Neon Colony,2017-07-23,Devolver Digital,Focus Entertainment,Strategy,False,31.13,1436,356,1792,3994,2786,windows;mac;linux
101054,Frozen Kingdom,2019-04-20,Crimson Wanderer Studio,Valve,Action,True,10.99,639,181,820,1361,750,windows
101055,Rusty Protocol,2014-09-08,Eternal Frontier Studio,Raw Fury,Simulation,True,7.8,10,3,13,1403,701,windows;mac
101056,Dark Legacy,2010-01-19,Eternal Sanctuary Studio,Valve,Indie,True,4.47,36,108,144,204,125,windows
101057,Rogue Chronicles 1,2023-08-25,Neon Descent Studio,Valve,Indie,True,0.0,124,6,130,757,545,windows
101058,Ashen Descent,2024-08-13,Annapurna Interactive,505 Games,RPG,False,31.47,336,124,460,3187,2512,windows
101059,Rogue Reckoning,2020-10-23,Annapurna Interactive,Square Enix,Sports,False,32.73,236,20,256,1767,609,windows
101060,Silent Sanctuary,2014-01-21,Broken Chronicles Studio,Annapurna Interactive,Indie,True,5.35,203,75,278,831,659,windows;mac
101061,Dark Odyssey,2024-06-15,Private Division,Paradox Interactive,Free to Play,False,0.0,396,63,459,2266,843,windows
101062,Rogue Reckoning,2018-08-28,Devolver Digital,Raw Fury,Simulation,False,32.2,6376,2198,8574,3768,2872,windows
101063,Iron Reckoning,2017-05-19,Focus Entertainment,Ubisoft,Adventure,False,18.67,2403,1419,3822,638,450,windows;mac;linux
101064,Eternal Descent 1,2019-08-16,505 Games,Team17,RPG,False,36.42,273,27,300,2985,1689,windows;mac;linux
101065,Neon Requiem,2017-07-21,,Annapurna Interactive,Indie,True,3.78,130,829,959,102,74,windows
101066,Iron Horizon,2022-06-09,Focus Entertainment,Paradox Interactive,Strategy,False,37.92,2269,800,3069,4690,2748,windows;linux
101067,Broken Reckoning,2016-06-25,Frozen Chronicles Studio,Annapurna Interactive,RPG,True,14.11,20,7,27,3236,1980,windows
101068,Crimson Descent,2020-03-27,Dark Citadel Studio,Private Division,Action,True,12.06,2834,630,3464,1334,804,windows;linux
101069,Broken Reckoning,2019-02-22,Indie Collective,Paradox Interactive,Adventure,False,10.82,1492,345,1837,374,210,windows
101070,Lost Odyssey,2019-09-13,Broken Frontier 7 Studio,Raw Fury,Indie,True,3.76,82,18,100,563,215,windows;linux
101071,Lost Colony,2009-05-22,505 Games,Valve,Action,False,19.88,11808,6106,17914,1000,531,windows
101072,Broken Frontier,2008-03-10,Valve,Valve,RPG,False,40.26,8901,732,9633,5493,2346,windows;mac
101073,Broken Colony,2012-04-08,Devolver Digital,Valve,Simulation,False,24.6,721,296,1017,3596,1665,windows
101074,Eternal Chronicles,2012-07-08,Focus Entertainment,Annapurna Interactive,Adventure,False,14.36,3313,2189,5502,1423,788,windows
101075,Dark Reckoning,2018-03-15,Square Enix,Raw Fury,Action,False,17.62,387,243,630,1097,849,windows
101076,Shadow Requiem,2023-05-20,Rogue Reckoning Studio,Team17,Action,True,9.93,4642,920,5562,1665,951,windows
101077,Golden Legacy,2022-08-11,Silent Horizon Studio,Valve,Indie,True,3.72,205,16,221,820,639,windows;mac;linux
101078,Iron Frontier,2021-01-05,Iron Requiem Studio,Valve,Strategy,True,13.43,286,42,328,3520,1953,windows;linux
101079,Golden Descent,2023-12-08,Team17,Devolver Digital,Casual,False,8.57,5652,2167,7819,442,181,windows;mac
101080,Frozen Wanderer,2022-05-04,Dark Chronicles Studio,Solo Studio,Action,True,7.44,303,122,425,1065,546,windows
101081,Void Citadel,2025-01-05,Neon Reckoning Studio,Annapurna Interactive,Indie,True,4.85,411,82,493,1137,750,windows
101082,Rogue Protocol,2013-12-09,Focus Entertainment,Solo Studio,Action,False,22.2,9052,2494,11546,1278,644,windows;linux
101083,Broken Frontier,2022-10-13,EA,Solo Studio,Adventure,False,22.59,31125,7452,38577,716,503,windows
101084,Neon Legacy,2023-02-14,Rogue Legacy Studio,Indie Collective,Action,True,7.82,313,95,408,2902,1099,windows
101085,Golden Frontier,2023-08-21,Devolver Digital,Raw Fury,RPG,False,44.31,989,140,1129,4799,3473,windows
101086,Crimson Kingdom,2015-05-16,Broken Odyssey Studio,Annapurna Interactive,Casual,True,2.71,334,111,445,448,264,windows;mac
101087,Rusty Kingdom,2018-12-22,Eternal Citadel Studio,Solo Studio,Action,True,10.13,845,185,1030,3065,1885,windows
101088,Dark Protocol,2023-11-04,Devolver Digital,Indie Collective,Adventure,False,28.14,1336,900,2236,1289,879,windows;linux
101089,Rogue Legacy,2018-04-10,Shadow Descent Studio,Focus Entertainment,Indie,True,4.63,71,38,109,583,450,windows
101090,Dark Chronicles,2021-04-05,Frozen Reckoning Studio,Private Division,Racing,True,7.75,705,396,1101,675,405,windows;mac;linux
101091,Silent Uprising,2017-03-14,Iron Descent Studio,Devolver Digital,Strategy,True,13.14,557,287,844,3647,1987,windows
101092,Rogue Horizon,2018-05-19,EA,Square Enix,Action,False,24.76,4524,172,4696,1437,1102,windows
101093,Rogue Descent,2017-01-21,Neon Uprising Studio,Annapurna Interactive,Adventure,True,7.38,83,33,116,1283,645,windows
101094,Rogue Reckoning,2015-02-11,Focus Entertainment,Valve,Simulation,False,33.18,2081,190,2271,4257,3079,windows
101095,Silent Sanctuary,2015-01-08,Frozen Frontier Studio,Indie Collective,Adventure,True,5.81,16,21,37,1024,404,windows
101096,Rogue Sanctuary,2018-01-25,,505 Games,Adventure,True,8.87,53,21,74,1701,1335,windows;linux
101097,Dark Chronicles,2020-06-21,EA,Private Division,Adventure,False,13.48,2838,945,3783,1866,1206,windows
101098,Rusty Frontier,2023-10-15,Team17,Annapurna Interactive,Simulation,False,18.87,429,176,605,1061,324,windows;linux
101099,Rogue Horizon,2013-08-25,Valve,Focus Entertainment,Adventure,False,14.36,694,138,832,631,480,windows;mac;linux
101100,Void Horizon,2010-08-04,Ubisoft,EA,Sports,False,57.18,2200,207,2407,1730,1186,windows
101101,Dark Descent,2019-11-06,Square Enix,Raw Fury,RPG,False,22.13,20,9,29,4070,2856,windows
101102,Neon Legacy,2023-06-16,Square Enix,Team17,Sports,False,28.71,7873,842,8715,1509,570,windows;mac
101103,Eternal Kingdom,2011-07-22,Golden Protocol Studio,Valve,Adventure,True,8.15,7,114,121,878,290,windows
101104,Eternal Reckoning,2020-07-16,Rusty Chronicles Studio,EA,RPG,True,15.17,417,1724,2141,1106,411,windows;mac;linux
101105,Broken Reckoning,2022-04-25,Neon Citadel Studio,Ubisoft,Indie,True,4.57,151,47,198,952,730,windows
101106,Shadow Protocol,2022-12-10,Paradox Interactive,Focus Entertainment,Action,False,33.9,3341,699,4040,2397,1307,windows;linux
101107,Iron Horizon,2014-10-24,Square Enix,Square Enix,Sports,False,53.45,178,1275,1453,787,256,windows
101108,Golden Odyssey 3,2023-08-26,Silent Legacy Studio,Paradox Interactive,Indie,True,5.1,31,26,57,813,343,windows
101109,Ashen Sanctuary,2019-09-15,Focus Entertainment,Annapurna Interactive,Adventure,False,18.57,7943,2535,10478,752,267,windows;mac
101110,Neon Citadel 5,2016-08-17,Silent Odyssey Studio,Team17,Strategy,True,11.96,197,25,222,3230,1514,windows
101111,Rusty Wanderer,2019-01-15,Iron Frontier 6 Studio,Private Division,Indie,True,5.87,105,23,128,1275,457,windows
101112,Silent Sanctuary 7,2018-05-03,Focus Entertainment,Team17,Adventure,False,15.2,232,341,573,455,280,windows
101113,Golden Uprising,2020-12-01,Rusty Citadel Studio,EA,Indie,True,3.68,147,205,352,438,302,windows
101114,Broken Reckoning,2024-11-12,Annapurna Interactive,EA,RPG,False,24.7,144,34,178,2215,1018,windows
101115,Silent Citadel,2023-12-19,Ubisoft,Devolver Digital,Sports,False,30.84,759,107,866,2032,1026,windows;mac
101116,Rusty Descent,2025-09-23,Ubisoft,Valve,Adventure,False,16.31,30768,14180,44948,769,481,windows;mac;linux
101117,Neon Colony,2024-05-20,Golden Citadel Studio,EA,RPG,True,15.04,65,18,83,4443,3106,windows
101118,Golden Protocol,2024-04-25,Broken Descent Studio,Square Enix,Indie,True,5.17,790,62,852,1235,551,windows
101119,Dark Requiem,2014-06-01,Silent Chronicles Studio,505 Games,Action,True,8.9,250,104,354,1204,370,windows;mac;linux
101120,Silent Colony,2008-04-28,Iron Colony Studio,505 Games,Indie,True,3.85,1640,455,2095,668,414,windows;linux
101121,Frozen Requiem 2,2023-08-04,Crimson Uprising Studio,Solo Studio,Action,True,8.06,419,22,441,2651,1170,windows;mac
101122,Void Frontier,2021-03-10,Lost Frontier 3 Studio,Valve,Action,True,7.55,585,111,696,1961,992,windows
101123,Golden Protocol,2023-11-05,Golden Frontier 4 Studio,EA,Simulation,True,8.04,220,33,253,2659,1033,windows;mac;linux
101124,Rogue Chronicles,2022-05-15,,Solo Studio,RPG,False,24.38,1774,151,1925,3606,1678,windows;mac
101125,Rogue Wanderer,2024-04-18,Focus Entertainment,505 Games,RPG,False,19.66,140,62,202,2141,918,windows
101126,Shadow Chronicles,2016-02-25,Rusty Uprising Studio,Indie Collective,Indie,True,4.53,358,107,465,884,424,windows
101127,Rusty Protocol,2017-11-02,Rusty Requiem 1 Studio,Devolver Digital,Strategy,True,13.75,402,194,596,2388,1659,windows;linux
101128,Iron Frontier,2020-08-13,Valve,Private Division,Sports,False,49.39,1202,1846,3048,5,3,windows
101129,Golden Frontier,2019-05-10,Devolver Digital,Annapurna Interactive,Adventure,False,14.16,6223,410,6633,1512,1149,windows;mac
101130,Iron Requiem,2024-02-22,,EA,Indie,True,5.51,329,66,395,652,420,windows;mac
101131,Rusty Legacy,2017-11-27,EA,Focus Entertainment,Action,False,28.64,2821,1448,4269,723,232,windows;mac
